   0.200000   0.480000   0.850000    1.00000    1.00000    1.00000    1.20000
    7.50000    1.98700    1.90000  0.  0.  0.  0.  0.    1.00000  0.    1.00000
  0.  0.  0.  0.  0.  0.    4.00000  0.    1.00000    1.00000    8.00000E-02
    2.00000
     0.0000E+00     0.0000E+00     0.1515E-02    -0.4584E-03     0.5980E-03    -0.4584E-03     0.6059E-02     0.6289E-02
     0.0000E+00     0.0000E+00     0.1514E-02    -0.4567E-03     0.6009E-03    -0.4567E-03     0.6839E-02     0.9576E-02
     0.0000E+00     0.0000E+00     0.1514E-02    -0.4550E-03     0.6038E-03    -0.4550E-03     0.7744E-02     0.1330E-01
     0.0000E+00     0.0000E+00     0.1513E-02    -0.4533E-03     0.6068E-03    -0.4533E-03     0.8782E-02     0.1746E-01
     0.0000E+00     0.0000E+00     0.1513E-02    -0.4515E-03     0.6098E-03    -0.4515E-03     0.9957E-02     0.2207E-01
     0.0000E+00     0.0000E+00     0.1512E-02    -0.4497E-03     0.6128E-03    -0.4497E-03     0.1128E-01     0.2712E-01
     0.0000E+00     0.0000E+00     0.1511E-02    -0.4478E-03     0.6158E-03    -0.4478E-03     0.1275E-01     0.3260E-01
     0.0000E+00     0.0000E+00     0.1511E-02    -0.4458E-03     0.6189E-03    -0.4458E-03     0.1437E-01     0.3852E-01
     0.0000E+00     0.0000E+00     0.1510E-02    -0.4439E-03     0.6220E-03    -0.4439E-03     0.1616E-01     0.4485E-01
     0.0000E+00     0.0000E+00     0.1509E-02    -0.4418E-03     0.6252E-03    -0.4418E-03     0.1811E-01     0.5157E-01
     0.0000E+00     0.0000E+00     0.1508E-02    -0.4397E-03     0.6283E-03    -0.4397E-03     0.2023E-01     0.5866E-01
     0.0000E+00     0.0000E+00     0.1507E-02    -0.4376E-03     0.6315E-03    -0.4376E-03     0.2251E-01     0.6609E-01
     0.0000E+00     0.0000E+00     0.1505E-02    -0.4353E-03     0.6348E-03    -0.4353E-03     0.2497E-01     0.7384E-01
     0.0000E+00     0.0000E+00     0.1504E-02    -0.4331E-03     0.6380E-03    -0.4331E-03     0.2761E-01     0.8187E-01
     0.0000E+00     0.0000E+00     0.1503E-02    -0.4307E-03     0.6413E-03    -0.4307E-03     0.3041E-01     0.9013E-01
     0.0000E+00     0.0000E+00     0.1501E-02    -0.4283E-03     0.6446E-03    -0.4283E-03     0.3338E-01     0.9860E-01
     0.0000E+00     0.0000E+00     0.1500E-02    -0.4259E-03     0.6479E-03    -0.4259E-03     0.3652E-01     0.1072E+00
     0.0000E+00     0.0000E+00     0.1498E-02    -0.4234E-03     0.6512E-03    -0.4234E-03     0.3982E-01     0.1160E+00
     0.0000E+00     0.0000E+00     0.1496E-02    -0.4208E-03     0.6546E-03    -0.4208E-03     0.4328E-01     0.1248E+00
     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00
     0.0000E+00     0.0000E+00     0.1537E-02    -0.4096E-03     0.7179E-03    -0.4096E-03     0.6148E-02     0.6219E-02
     0.0000E+00     0.0000E+00     0.1534E-02    -0.4053E-03     0.7231E-03    -0.4053E-03     0.6640E-02     0.8229E-02
     0.0000E+00     0.0000E+00     0.1530E-02    -0.4009E-03     0.7283E-03    -0.4009E-03     0.7175E-02     0.1032E-01
     0.0000E+00     0.0000E+00     0.1526E-02    -0.3964E-03     0.7335E-03    -0.3964E-03     0.7748E-02     0.1247E-01
     0.0000E+00     0.0000E+00     0.1522E-02    -0.3918E-03     0.7387E-03    -0.3918E-03     0.8358E-02     0.1466E-01
     0.0000E+00     0.0000E+00     0.1518E-02    -0.3872E-03     0.7438E-03    -0.3872E-03     0.9000E-02     0.1686E-01
     0.0000E+00     0.0000E+00     0.1514E-02    -0.3825E-03     0.7488E-03    -0.3825E-03     0.9670E-02     0.1906E-01
     0.0000E+00     0.0000E+00     0.1509E-02    -0.3777E-03     0.7539E-03    -0.3777E-03     0.1036E-01     0.2123E-01
     0.0000E+00     0.0000E+00     0.1504E-02    -0.3728E-03     0.7589E-03    -0.3728E-03     0.1108E-01     0.2335E-01
     0.0000E+00     0.0000E+00     0.1500E-02    -0.3679E-03     0.7638E-03    -0.3679E-03     0.1180E-01     0.2540E-01
     0.0000E+00     0.0000E+00     0.1494E-02    -0.3628E-03     0.7687E-03    -0.3628E-03     0.1253E-01     0.2734E-01
     0.0000E+00     0.0000E+00     0.1489E-02    -0.3577E-03     0.7736E-03    -0.3577E-03     0.1326E-01     0.2917E-01
     0.0000E+00     0.0000E+00     0.1483E-02    -0.3525E-03     0.7784E-03    -0.3525E-03     0.1399E-01     0.3086E-01
     0.0000E+00     0.0000E+00     0.1478E-02    -0.3473E-03     0.7831E-03    -0.3473E-03     0.1470E-01     0.3239E-01
     0.0000E+00     0.0000E+00     0.1472E-02    -0.3420E-03     0.7877E-03    -0.3420E-03     0.1540E-01     0.3374E-01
     0.0000E+00     0.0000E+00     0.1465E-02    -0.3366E-03     0.7923E-03    -0.3366E-03     0.1606E-01     0.3490E-01
     0.0000E+00     0.0000E+00     0.1459E-02    -0.3311E-03     0.7968E-03    -0.3311E-03     0.1669E-01     0.3584E-01
     0.0000E+00     0.0000E+00     0.1452E-02    -0.3256E-03     0.8013E-03    -0.3256E-03     0.1728E-01     0.3656E-01
     0.0000E+00     0.0000E+00     0.1445E-02    -0.3199E-03     0.8056E-03    -0.3199E-03     0.1781E-01     0.3705E-01
