PadID	Sector	Row  PadInRow     gCenX       gCenZ       gx[0]       gz[0]       gx[1]       gz[1]       gx[2]       gz[2]       gx[3]       gz[3]       lCenX       lCenZ       lx[0]       lz[0]       lx[1]       lz[1]       lx[2]       lz[2]       lx[3]       lz[3]
3734	1	21        59      33.875       1.875     33.1042        1.25     34.2458         2.5     34.6525         2.5     33.4975        1.25      33.875       1.875     33.1042        1.25     34.2458         2.5     34.6525         2.5     33.4975        1.25
3735	1	21        60      34.275       1.875     33.4975        1.25     34.6525         2.5     35.0593         2.5     33.8907        1.25      34.275       1.875     33.4975        1.25     34.6525         2.5     35.0593         2.5     33.8907        1.25
3736	1	21        61      34.675       1.875     33.8907        1.25     35.0593         2.5     35.4661         2.5     34.2839        1.25      34.675       1.875     33.8907        1.25     35.0593         2.5     35.4661         2.5     34.2839        1.25
3737	1	21        62      35.075       1.875     34.2839        1.25     35.4661         2.5     35.8729         2.5     34.6771        1.25      35.075       1.875     34.2839        1.25     35.4661         2.5     35.8729         2.5     34.6771        1.25
3738	1	21        63      35.475       1.875     34.6771        1.25     35.8729         2.5     36.2797         2.5     35.0703        1.25      35.475       1.875     34.6771        1.25     35.8729         2.5     36.2797         2.5     35.0703        1.25
3739	1	21        64      35.875       1.875     35.0703        1.25     36.2797         2.5     36.6864         2.5     35.4636        1.25      35.875       1.875     35.0703        1.25     36.2797         2.5     36.6864         2.5     35.4636        1.25
3740	1	21        65      36.275       1.875     35.4636        1.25     36.6864         2.5     37.0932         2.5     35.8568        1.25      36.275       1.875     35.4636        1.25     36.6864         2.5     37.0932         2.5     35.8568        1.25
3741	1	21        66      36.675       1.875     35.8568        1.25     37.0932         2.5        37.5         2.5       36.25        1.25      36.675       1.875     35.8568        1.25     37.0932         2.5        37.5         2.5       36.25        1.25
3742	1	22         0      10.325       3.125     9.95902         2.5      10.291        3.75     10.6975        3.75     10.3525         2.5      10.325       3.125     9.95902         2.5      10.291        3.75     10.6975        3.75     10.3525         2.5
3743	1	22         1      10.725       3.125     10.3525         2.5     10.6975        3.75     11.1041        3.75     10.7459         2.5      10.725       3.125     10.3525         2.5     10.6975        3.75     11.1041        3.75     10.7459         2.5
3744	1	22         2      11.125       3.125     10.7459         2.5     11.1041        3.75     11.5107        3.75     11.1393         2.5      11.125       3.125     10.7459         2.5     11.1041        3.75     11.5107        3.75     11.1393         2.5
3745	1	22         3      11.525       3.125     11.1393         2.5     11.5107        3.75     11.9172        3.75     11.5328         2.5      11.525       3.125     11.1393         2.5     11.5107        3.75     11.9172        3.75     11.5328         2.5
3746	1	22         4      11.925       3.125     11.5328         2.5     11.9172        3.75     12.3238        3.75     11.9262         2.5      11.925       3.125     11.5328         2.5     11.9172        3.75     12.3238        3.75     11.9262         2.5
3747	1	22         5      12.325       3.125     11.9262         2.5     12.3238        3.75     12.7303        3.75     12.3197         2.5      12.325       3.125     11.9262         2.5     12.3238        3.75     12.7303        3.75     12.3197         2.5
3748	1	22         6      12.725       3.125     12.3197         2.5     12.7303        3.75     13.1369        3.75     12.7131         2.5      12.725       3.125     12.3197         2.5     12.7303        3.75     13.1369        3.75     12.7131         2.5
3749	1	22         7      13.125       3.125     12.7131         2.5     13.1369        3.75     13.5434        3.75     13.1066         2.5      13.125       3.125     12.7131         2.5     13.1369        3.75     13.5434        3.75     13.1066         2.5
3750	1	22         8      13.525       3.125     13.1066         2.5     13.5434        3.75       13.95        3.75        13.5         2.5      13.525       3.125     13.1066         2.5     13.5434        3.75       13.95        3.75        13.5         2.5
3751	1	22         9      13.925       3.125        13.5         2.5       13.95        3.75     14.3566        3.75     13.8934         2.5      13.925       3.125        13.5         2.5       13.95        3.75     14.3566        3.75     13.8934         2.5
3752	1	22        10      14.325       3.125     13.8934         2.5     14.3566        3.75     14.7631        3.75     14.2869         2.5      14.325       3.125     13.8934         2.5     14.3566        3.75     14.7631        3.75     14.2869         2.5
3753	1	22        11      14.725       3.125     14.2869         2.5     14.7631        3.75     15.1697        3.75     14.6803         2.5      14.725       3.125     14.2869         2.5     14.7631        3.75     15.1697        3.75     14.6803         2.5
3754	1	22        12      15.125       3.125     14.6803         2.5     15.1697        3.75     15.5762        3.75     15.0738         2.5      15.125       3.125     14.6803         2.5     15.1697        3.75     15.5762        3.75     15.0738         2.5
3755	1	22        13      15.525       3.125     15.0738         2.5     15.5762        3.75     15.9828        3.75     15.4672         2.5      15.525       3.125     15.0738         2.5     15.5762        3.75     15.9828        3.75     15.4672         2.5
3756	1	22        14      15.925       3.125     15.4672         2.5     15.9828        3.75     16.3893        3.75     15.8607         2.5      15.925       3.125     15.4672         2.5     15.9828        3.75     16.3893        3.75     15.8607         2.5
3757	1	22        15      16.325       3.125     15.8607         2.5     16.3893        3.75     16.7959        3.75     16.2541         2.5      16.325       3.125     15.8607         2.5     16.3893        3.75     16.7959        3.75     16.2541         2.5
3758	1	22        16      16.725       3.125     16.2541         2.5     16.7959        3.75     17.2025        3.75     16.6475         2.5      16.725       3.125     16.2541         2.5     16.7959        3.75     17.2025        3.75     16.6475         2.5
3759	1	22        17      17.125       3.125     16.6475         2.5     17.2025        3.75      17.609        3.75      17.041         2.5      17.125       3.125     16.6475         2.5     17.2025        3.75      17.609        3.75      17.041         2.5
3760	1	22        18      17.525       3.125      17.041         2.5      17.609        3.75     18.0156        3.75     17.4344         2.5      17.525       3.125      17.041         2.5      17.609        3.75     18.0156        3.75     17.4344         2.5
3761	1	22        19      17.925       3.125     17.4344         2.5     18.0156        3.75     18.4221        3.75     17.8279         2.5      17.925       3.125     17.4344         2.5     18.0156        3.75     18.4221        3.75     17.8279         2.5
3762	1	22        20      18.325       3.125     17.8279         2.5     18.4221        3.75     18.8287        3.75     18.2213         2.5      18.325       3.125     17.8279         2.5     18.4221        3.75     18.8287        3.75     18.2213         2.5
3763	1	22        21      18.725       3.125     18.2213         2.5     18.8287        3.75     19.2352        3.75     18.6148         2.5      18.725       3.125     18.2213         2.5     18.8287        3.75     19.2352        3.75     18.6148         2.5
3764	1	22        22      19.125       3.125     18.6148         2.5     19.2352        3.75     19.6418        3.75     19.0082         2.5      19.125       3.125     18.6148         2.5     19.2352        3.75     19.6418        3.75     19.0082         2.5
3765	1	22        23      19.525       3.125     19.0082         2.5     19.6418        3.75     20.0484        3.75     19.4016         2.5      19.525       3.125     19.0082         2.5     19.6418        3.75     20.0484        3.75     19.4016         2.5
3766	1	22        24      19.925       3.125     19.4016         2.5     20.0484        3.75     20.4549        3.75     19.7951         2.5      19.925       3.125     19.4016         2.5     20.0484        3.75     20.4549        3.75     19.7951         2.5
3767	1	22        25      20.325       3.125     19.7951         2.5     20.4549        3.75     20.8615        3.75     20.1885         2.5      20.325       3.125     19.7951         2.5     20.4549        3.75     20.8615        3.75     20.1885         2.5
3768	1	22        26      20.725       3.125     20.1885         2.5     20.8615        3.75      21.268        3.75      20.582         2.5      20.725       3.125     20.1885         2.5     20.8615        3.75      21.268        3.75      20.582         2.5
3769	1	22        27      21.125       3.125      20.582         2.5      21.268        3.75     21.6746        3.75     20.9754         2.5      21.125       3.125      20.582         2.5      21.268        3.75     21.6746        3.75     20.9754         2.5
3770	1	22        28      21.525       3.125     20.9754         2.5     21.6746        3.75     22.0811        3.75     21.3689         2.5      21.525       3.125     20.9754         2.5     21.6746        3.75     22.0811        3.75     21.3689         2.5
3771	1	22        29      21.925       3.125     21.3689         2.5     22.0811        3.75     22.4877        3.75     21.7623         2.5      21.925       3.125     21.3689         2.5     22.0811        3.75     22.4877        3.75     21.7623         2.5
3772	1	22        30      22.325       3.125     21.7623         2.5     22.4877        3.75     22.8943        3.75     22.1557         2.5      22.325       3.125     21.7623         2.5     22.4877        3.75     22.8943        3.75     22.1557         2.5
3773	1	22        31      22.725       3.125     22.1557         2.5     22.8943        3.75     23.3008        3.75     22.5492         2.5      22.725       3.125     22.1557         2.5     22.8943        3.75     23.3008        3.75     22.5492         2.5
3774	1	22        32      23.125       3.125     22.5492         2.5     23.3008        3.75     23.7074        3.75     22.9426         2.5      23.125       3.125     22.5492         2.5     23.3008        3.75     23.7074        3.75     22.9426         2.5
3775	1	22        33      23.525       3.125     22.9426         2.5     23.7074        3.75     24.1139        3.75     23.3361         2.5      23.525       3.125     22.9426         2.5     23.7074        3.75     24.1139        3.75     23.3361         2.5
3776	1	22        34      23.925       3.125     23.3361         2.5     24.1139        3.75     24.5205        3.75     23.7295         2.5      23.925       3.125     23.3361         2.5     24.1139        3.75     24.5205        3.75     23.7295         2.5
3777	1	22        35      24.325       3.125     23.7295         2.5     24.5205        3.75      24.927        3.75      24.123         2.5      24.325       3.125     23.7295         2.5     24.5205        3.75      24.927        3.75      24.123         2.5
3778	1	22        36      24.725       3.125      24.123         2.5      24.927        3.75     25.3336        3.75     24.5164         2.5      24.725       3.125      24.123         2.5      24.927        3.75     25.3336        3.75     24.5164         2.5
3779	1	22        37      25.125       3.125     24.5164         2.5     25.3336        3.75     25.7402        3.75     24.9098         2.5      25.125       3.125     24.5164         2.5     25.3336        3.75     25.7402        3.75     24.9098         2.5
3780	1	22        38      25.525       3.125     24.9098         2.5     25.7402        3.75     26.1467        3.75     25.3033         2.5      25.525       3.125     24.9098         2.5     25.7402        3.75     26.1467        3.75     25.3033         2.5
3781	1	22        39      25.925       3.125     25.3033         2.5     26.1467        3.75     26.5533        3.75     25.6967         2.5      25.925       3.125     25.3033         2.5     26.1467        3.75     26.5533        3.75     25.6967         2.5
3782	1	22        40      26.325       3.125     25.6967         2.5     26.5533        3.75     26.9598        3.75     26.0902         2.5      26.325       3.125     25.6967         2.5     26.5533        3.75     26.9598        3.75     26.0902         2.5
3783	1	22        41      26.725       3.125     26.0902         2.5     26.9598        3.75     27.3664        3.75     26.4836         2.5      26.725       3.125     26.0902         2.5     26.9598        3.75     27.3664        3.75     26.4836         2.5
3784	1	22        42      27.125       3.125     26.4836         2.5     27.3664        3.75      27.773        3.75      26.877         2.5      27.125       3.125     26.4836         2.5     27.3664        3.75      27.773        3.75      26.877         2.5
3785	1	22        43      27.525       3.125      26.877         2.5      27.773        3.75     28.1795        3.75     27.2705         2.5      27.525       3.125      26.877         2.5      27.773        3.75     28.1795        3.75     27.2705         2.5
3786	1	22        44      27.925       3.125     27.2705         2.5     28.1795        3.75     28.5861        3.75     27.6639         2.5      27.925       3.125     27.2705         2.5     28.1795        3.75     28.5861        3.75     27.6639         2.5
3787	1	22        45      28.325       3.125     27.6639         2.5     28.5861        3.75     28.9926        3.75     28.0574         2.5      28.325       3.125     27.6639         2.5     28.5861        3.75     28.9926        3.75     28.0574         2.5
3788	1	22        46      28.725       3.125     28.0574         2.5     28.9926        3.75     29.3992        3.75     28.4508         2.5      28.725       3.125     28.0574         2.5     28.9926        3.75     29.3992        3.75     28.4508         2.5
3789	1	22        47      29.125       3.125     28.4508         2.5     29.3992        3.75     29.8057        3.75     28.8443         2.5      29.125       3.125     28.4508         2.5     29.3992        3.75     29.8057        3.75     28.8443         2.5
3790	1	22        48      29.525       3.125     28.8443         2.5     29.8057        3.75     30.2123        3.75     29.2377         2.5      29.525       3.125     28.8443         2.5     29.8057        3.75     30.2123        3.75     29.2377         2.5
3791	1	22        49      29.925       3.125     29.2377         2.5     30.2123        3.75     30.6189        3.75     29.6311         2.5      29.925       3.125     29.2377         2.5     30.2123        3.75     30.6189        3.75     29.6311         2.5
3792	1	22        50      30.325       3.125     29.6311         2.5     30.6189        3.75     31.0254        3.75     30.0246         2.5      30.325       3.125     29.6311         2.5     30.6189        3.75     31.0254        3.75     30.0246         2.5
3793	1	22        51      30.725       3.125     30.0246         2.5     31.0254        3.75      31.432        3.75      30.418         2.5      30.725       3.125     30.0246         2.5     31.0254        3.75      31.432        3.75      30.418         2.5
3794	1	22        52      31.125       3.125      30.418         2.5      31.432        3.75     31.8385        3.75     30.8115         2.5      31.125       3.125      30.418         2.5      31.432        3.75     31.8385        3.75     30.8115         2.5
3795	1	22        53      31.525       3.125     30.8115         2.5     31.8385        3.75     32.2451        3.75     31.2049         2.5      31.525       3.125     30.8115         2.5     31.8385        3.75     32.2451        3.75     31.2049         2.5
3796	1	22        54      31.925       3.125     31.2049         2.5     32.2451        3.75     32.6516        3.75     31.5984         2.5      31.925       3.125     31.2049         2.5     32.2451        3.75     32.6516        3.75     31.5984         2.5
3797	1	22        55      32.325       3.125     31.5984         2.5     32.6516        3.75     33.0582        3.75     31.9918         2.5      32.325       3.125     31.5984         2.5     32.6516        3.75     33.0582        3.75     31.9918         2.5
3798	1	22        56      32.725       3.125     31.9918         2.5     33.0582        3.75     33.4648        3.75     32.3852         2.5      32.725       3.125     31.9918         2.5     33.0582        3.75     33.4648        3.75     32.3852         2.5
3799	1	22        57      33.125       3.125     32.3852         2.5     33.4648        3.75     33.8713        3.75     32.7787         2.5      33.125       3.125     32.3852         2.5     33.4648        3.75     33.8713        3.75     32.7787         2.5
3800	1	22        58      33.525       3.125     32.7787         2.5     33.8713        3.75     34.2779        3.75     33.1721         2.5      33.525       3.125     32.7787         2.5     33.8713        3.75     34.2779        3.75     33.1721         2.5
3801	1	22        59      33.925       3.125     33.1721         2.5     34.2779        3.75     34.6844        3.75     33.5656         2.5      33.925       3.125     33.1721         2.5     34.2779        3.75     34.6844        3.75     33.5656         2.5
3802	1	22        60      34.325       3.125     33.5656         2.5     34.6844        3.75      35.091        3.75      33.959         2.5      34.325       3.125     33.5656         2.5     34.6844        3.75      35.091        3.75      33.959         2.5
3803	1	22        61      34.725       3.125      33.959         2.5      35.091        3.75     35.4975        3.75     34.3525         2.5      34.725       3.125      33.959         2.5      35.091        3.75     35.4975        3.75     34.3525         2.5
3804	1	22        62      35.125       3.125     34.3525         2.5     35.4975        3.75     35.9041        3.75     34.7459         2.5      35.125       3.125     34.3525         2.5     35.4975        3.75     35.9041        3.75     34.7459         2.5
3805	1	22        63      35.525       3.125     34.7459         2.5     35.9041        3.75     36.3107        3.75     35.1393         2.5      35.525       3.125     34.7459         2.5     35.9041        3.75     36.3107        3.75     35.1393         2.5
3806	1	22        64      35.925       3.125     35.1393         2.5     36.3107        3.75     36.7172        3.75     35.5328         2.5      35.925       3.125     35.1393         2.5     36.3107        3.75     36.7172        3.75     35.5328         2.5
3807	1	22        65      36.325       3.125     35.5328         2.5     36.7172        3.75     37.1238        3.75     35.9262         2.5      36.325       3.125     35.5328         2.5     36.7172        3.75     37.1238        3.75     35.9262         2.5
3808	1	22        66      36.725       3.125     35.9262         2.5     37.1238        3.75     37.5303        3.75     36.3197         2.5      36.725       3.125     35.9262         2.5     37.1238        3.75     37.5303        3.75     36.3197         2.5
3809	1	22        67      37.125       3.125     36.3197         2.5     37.5303        3.75     37.9369        3.75     36.7131         2.5      37.125       3.125     36.3197         2.5     37.5303        3.75     37.9369        3.75     36.7131         2.5
3810	1	22        68      37.525       3.125     36.7131         2.5     37.9369        3.75     38.3434        3.75     37.1066         2.5      37.525       3.125     36.7131         2.5     37.9369        3.75     38.3434        3.75     37.1066         2.5
3811	1	22        69      37.925       3.125     37.1066         2.5     38.3434        3.75       38.75        3.75        37.5         2.5      37.925       3.125     37.1066         2.5     38.3434        3.75       38.75        3.75        37.5         2.5
3812	1	23         0      10.375       4.375     10.0135        3.75     10.3365           5     10.7429           5     10.4071        3.75      10.375       4.375     10.0135        3.75     10.3365           5     10.7429           5     10.4071        3.75
3813	1	23         1      10.775       4.375     10.4071        3.75     10.7429           5     11.1492           5     10.8008        3.75      10.775       4.375     10.4071        3.75     10.7429           5     11.1492           5     10.8008        3.75
3814	1	23         2      11.175       4.375     10.8008        3.75     11.1492           5     11.5556           5     11.1944        3.75      11.175       4.375     10.8008        3.75     11.1492           5     11.5556           5     11.1944        3.75
3815	1	23         3      11.575       4.375     11.1944        3.75     11.5556           5     11.9619           5     11.5881        3.75      11.575       4.375     11.1944        3.75     11.5556           5     11.9619           5     11.5881        3.75
3816	1	23         4      11.975       4.375     11.5881        3.75     11.9619           5     12.3683           5     11.9817        3.75      11.975       4.375     11.5881        3.75     11.9619           5     12.3683           5     11.9817        3.75
3817	1	23         5      12.375       4.375     11.9817        3.75     12.3683           5     12.7746           5     12.3754        3.75      12.375       4.375     11.9817        3.75     12.3683           5     12.7746           5     12.3754        3.75
3818	1	23         6      12.775       4.375     12.3754        3.75     12.7746           5      13.181           5      12.769        3.75      12.775       4.375     12.3754        3.75     12.7746           5      13.181           5      12.769        3.75
3819	1	23         7      13.175       4.375      12.769        3.75      13.181           5     13.5873           5     13.1627        3.75      13.175       4.375      12.769        3.75      13.181           5     13.5873           5     13.1627        3.75
3820	1	23         8      13.575       4.375     13.1627        3.75     13.5873           5     13.9937           5     13.5563        3.75      13.575       4.375     13.1627        3.75     13.5873           5     13.9937           5     13.5563        3.75
3821	1	23         9      13.975       4.375     13.5563        3.75     13.9937           5        14.4           5       13.95        3.75      13.975       4.375     13.5563        3.75     13.9937           5        14.4           5       13.95        3.75
3822	1	23        10      14.375       4.375       13.95        3.75        14.4           5     14.8063           5     14.3437        3.75      14.375       4.375       13.95        3.75        14.4           5     14.8063           5     14.3437        3.75
3823	1	23        11      14.775       4.375     14.3437        3.75     14.8063           5     15.2127           5     14.7373        3.75      14.775       4.375     14.3437        3.75     14.8063           5     15.2127           5     14.7373        3.75
3824	1	23        12      15.175       4.375     14.7373        3.75     15.2127           5      15.619           5      15.131        3.75      15.175       4.375     14.7373        3.75     15.2127           5      15.619           5      15.131        3.75
3825	1	23        13      15.575       4.375      15.131        3.75      15.619           5     16.0254           5     15.5246        3.75      15.575       4.375      15.131        3.75      15.619           5     16.0254           5     15.5246        3.75
3826	1	23        14      15.975       4.375     15.5246        3.75     16.0254           5     16.4317           5     15.9183        3.75      15.975       4.375     15.5246        3.75     16.0254           5     16.4317           5     15.9183        3.75
3827	1	23        15      16.375       4.375     15.9183        3.75     16.4317           5     16.8381           5     16.3119        3.75      16.375       4.375     15.9183        3.75     16.4317           5     16.8381           5     16.3119        3.75
3828	1	23        16      16.775       4.375     16.3119        3.75     16.8381           5     17.2444           5     16.7056        3.75      16.775       4.375     16.3119        3.75     16.8381           5     17.2444           5     16.7056        3.75
3829	1	23        17      17.175       4.375     16.7056        3.75     17.2444           5     17.6508           5     17.0992        3.75      17.175       4.375     16.7056        3.75     17.2444           5     17.6508           5     17.0992        3.75
3830	1	23        18      17.575       4.375     17.0992        3.75     17.6508           5     18.0571           5     17.4929        3.75      17.575       4.375     17.0992        3.75     17.6508           5     18.0571           5     17.4929        3.75
3831	1	23        19      17.975       4.375     17.4929        3.75     18.0571           5     18.4635           5     17.8865        3.75      17.975       4.375     17.4929        3.75     18.0571           5     18.4635           5     17.8865        3.75
3832	1	23        20      18.375       4.375     17.8865        3.75     18.4635           5     18.8698           5     18.2802        3.75      18.375       4.375     17.8865        3.75     18.4635           5     18.8698           5     18.2802        3.75
3833	1	23        21      18.775       4.375     18.2802        3.75     18.8698           5     19.2762           5     18.6738        3.75      18.775       4.375     18.2802        3.75     18.8698           5     19.2762           5     18.6738        3.75
3834	1	23        22      19.175       4.375     18.6738        3.75     19.2762           5     19.6825           5     19.0675        3.75      19.175       4.375     18.6738        3.75     19.2762           5     19.6825           5     19.0675        3.75
3835	1	23        23      19.575       4.375     19.0675        3.75     19.6825           5     20.0889           5     19.4611        3.75      19.575       4.375     19.0675        3.75     19.6825           5     20.0889           5     19.4611        3.75
3836	1	23        24      19.975       4.375     19.4611        3.75     20.0889           5     20.4952           5     19.8548        3.75      19.975       4.375     19.4611        3.75     20.0889           5     20.4952           5     19.8548        3.75
3837	1	23        25      20.375       4.375     19.8548        3.75     20.4952           5     20.9016           5     20.2484        3.75      20.375       4.375     19.8548        3.75     20.4952           5     20.9016           5     20.2484        3.75
3838	1	23        26      20.775       4.375     20.2484        3.75     20.9016           5     21.3079           5     20.6421        3.75      20.775       4.375     20.2484        3.75     20.9016           5     21.3079           5     20.6421        3.75
3839	1	23        27      21.175       4.375     20.6421        3.75     21.3079           5     21.7143           5     21.0357        3.75      21.175       4.375     20.6421        3.75     21.3079           5     21.7143           5     21.0357        3.75
3840	1	23        28      21.575       4.375     21.0357        3.75     21.7143           5     22.1206           5     21.4294        3.75      21.575       4.375     21.0357        3.75     21.7143           5     22.1206           5     21.4294        3.75
3841	1	23        29      21.975       4.375     21.4294        3.75     22.1206           5      22.527           5      21.823        3.75      21.975       4.375     21.4294        3.75     22.1206           5      22.527           5      21.823        3.75
3842	1	23        30      22.375       4.375      21.823        3.75      22.527           5     22.9333           5     22.2167        3.75      22.375       4.375      21.823        3.75      22.527           5     22.9333           5     22.2167        3.75
3843	1	23        31      22.775       4.375     22.2167        3.75     22.9333           5     23.3397           5     22.6103        3.75      22.775       4.375     22.2167        3.75     22.9333           5     23.3397           5     22.6103        3.75
3844	1	23        32      23.175       4.375     22.6103        3.75     23.3397           5      23.746           5      23.004        3.75      23.175       4.375     22.6103        3.75     23.3397           5      23.746           5      23.004        3.75
3845	1	23        33      23.575       4.375      23.004        3.75      23.746           5     24.1524           5     23.3976        3.75      23.575       4.375      23.004        3.75      23.746           5     24.1524           5     23.3976        3.75
3846	1	23        34      23.975       4.375     23.3976        3.75     24.1524           5     24.5587           5     23.7913        3.75      23.975       4.375     23.3976        3.75     24.1524           5     24.5587           5     23.7913        3.75
3847	1	23        35      24.375       4.375     23.7913        3.75     24.5587           5     24.9651           5     24.1849        3.75      24.375       4.375     23.7913        3.75     24.5587           5     24.9651           5     24.1849        3.75
3848	1	23        36      24.775       4.375     24.1849        3.75     24.9651           5     25.3714           5     24.5786        3.75      24.775       4.375     24.1849        3.75     24.9651           5     25.3714           5     24.5786        3.75
3849	1	23        37      25.175       4.375     24.5786        3.75     25.3714           5     25.7778           5     24.9722        3.75      25.175       4.375     24.5786        3.75     25.3714           5     25.7778           5     24.9722        3.75
3850	1	23        38      25.575       4.375     24.9722        3.75     25.7778           5     26.1841           5     25.3659        3.75      25.575       4.375     24.9722        3.75     25.7778           5     26.1841           5     25.3659        3.75
3851	1	23        39      25.975       4.375     25.3659        3.75     26.1841           5     26.5905           5     25.7595        3.75      25.975       4.375     25.3659        3.75     26.1841           5     26.5905           5     25.7595        3.75
3852	1	23        40      26.375       4.375     25.7595        3.75     26.5905           5     26.9968           5     26.1532        3.75      26.375       4.375     25.7595        3.75     26.5905           5     26.9968           5     26.1532        3.75
3853	1	23        41      26.775       4.375     26.1532        3.75     26.9968           5     27.4032           5     26.5468        3.75      26.775       4.375     26.1532        3.75     26.9968           5     27.4032           5     26.5468        3.75
3854	1	23        42      27.175       4.375     26.5468        3.75     27.4032           5     27.8095           5     26.9405        3.75      27.175       4.375     26.5468        3.75     27.4032           5     27.8095           5     26.9405        3.75
3855	1	23        43      27.575       4.375     26.9405        3.75     27.8095           5     28.2159           5     27.3341        3.75      27.575       4.375     26.9405        3.75     27.8095           5     28.2159           5     27.3341        3.75
3856	1	23        44      27.975       4.375     27.3341        3.75     28.2159           5     28.6222           5     27.7278        3.75      27.975       4.375     27.3341        3.75     28.2159           5     28.6222           5     27.7278        3.75
3857	1	23        45      28.375       4.375     27.7278        3.75     28.6222           5     29.0286           5     28.1214        3.75      28.375       4.375     27.7278        3.75     28.6222           5     29.0286           5     28.1214        3.75
3858	1	23        46      28.775       4.375     28.1214        3.75     29.0286           5     29.4349           5     28.5151        3.75      28.775       4.375     28.1214        3.75     29.0286           5     29.4349           5     28.5151        3.75
3859	1	23        47      29.175       4.375     28.5151        3.75     29.4349           5     29.8413           5     28.9087        3.75      29.175       4.375     28.5151        3.75     29.4349           5     29.8413           5     28.9087        3.75
3860	1	23        48      29.575       4.375     28.9087        3.75     29.8413           5     30.2476           5     29.3024        3.75      29.575       4.375     28.9087        3.75     29.8413           5     30.2476           5     29.3024        3.75
3861	1	23        49      29.975       4.375     29.3024        3.75     30.2476           5      30.654           5      29.696        3.75      29.975       4.375     29.3024        3.75     30.2476           5      30.654           5      29.696        3.75
3862	1	23        50      30.375       4.375      29.696        3.75      30.654           5     31.0603           5     30.0897        3.75      30.375       4.375      29.696        3.75      30.654           5     31.0603           5     30.0897        3.75
3863	1	23        51      30.775       4.375     30.0897        3.75     31.0603           5     31.4667           5     30.4833        3.75      30.775       4.375     30.0897        3.75     31.0603           5     31.4667           5     30.4833        3.75
3864	1	23        52      31.175       4.375     30.4833        3.75     31.4667           5      31.873           5      30.877        3.75      31.175       4.375     30.4833        3.75     31.4667           5      31.873           5      30.877        3.75
3865	1	23        53      31.575       4.375      30.877        3.75      31.873           5     32.2794           5     31.2706        3.75      31.575       4.375      30.877        3.75      31.873           5     32.2794           5     31.2706        3.75
3866	1	23        54      31.975       4.375     31.2706        3.75     32.2794           5     32.6857           5     31.6643        3.75      31.975       4.375     31.2706        3.75     32.2794           5     32.6857           5     31.6643        3.75
3867	1	23        55      32.375       4.375     31.6643        3.75     32.6857           5     33.0921           5     32.0579        3.75      32.375       4.375     31.6643        3.75     32.6857           5     33.0921           5     32.0579        3.75
3868	1	23        56      32.775       4.375     32.0579        3.75     33.0921           5     33.4984           5     32.4516        3.75      32.775       4.375     32.0579        3.75     33.0921           5     33.4984           5     32.4516        3.75
3869	1	23        57      33.175       4.375     32.4516        3.75     33.4984           5     33.9048           5     32.8452        3.75      33.175       4.375     32.4516        3.75     33.4984           5     33.9048           5     32.8452        3.75
3870	1	23        58      33.575       4.375     32.8452        3.75     33.9048           5     34.3111           5     33.2389        3.75      33.575       4.375     32.8452        3.75     33.9048           5     34.3111           5     33.2389        3.75
3871	1	23        59      33.975       4.375     33.2389        3.75     34.3111           5     34.7175           5     33.6325        3.75      33.975       4.375     33.2389        3.75     34.3111           5     34.7175           5     33.6325        3.75
3872	1	23        60      34.375       4.375     33.6325        3.75     34.7175           5     35.1238           5     34.0262        3.75      34.375       4.375     33.6325        3.75     34.7175           5     35.1238           5     34.0262        3.75
3873	1	23        61      34.775       4.375     34.0262        3.75     35.1238           5     35.5302           5     34.4198        3.75      34.775       4.375     34.0262        3.75     35.1238           5     35.5302           5     34.4198        3.75
3874	1	23        62      35.175       4.375     34.4198        3.75     35.5302           5     35.9365           5     34.8135        3.75      35.175       4.375     34.4198        3.75     35.5302           5     35.9365           5     34.8135        3.75
3875	1	23        63      35.575       4.375     34.8135        3.75     35.9365           5     36.3429           5     35.2071        3.75      35.575       4.375     34.8135        3.75     35.9365           5     36.3429           5     35.2071        3.75
3876	1	23        64      35.975       4.375     35.2071        3.75     36.3429           5     36.7492           5     35.6008        3.75      35.975       4.375     35.2071        3.75     36.3429           5     36.7492           5     35.6008        3.75
3877	1	23        65      36.375       4.375     35.6008        3.75     36.7492           5     37.1556           5     35.9944        3.75      36.375       4.375     35.6008        3.75     36.7492           5     37.1556           5     35.9944        3.75
3878	1	23        66      36.775       4.375     35.9944        3.75     37.1556           5     37.5619           5     36.3881        3.75      36.775       4.375     35.9944        3.75     37.1556           5     37.5619           5     36.3881        3.75
3879	1	23        67      37.175       4.375     36.3881        3.75     37.5619           5     37.9683           5     36.7817        3.75      37.175       4.375     36.3881        3.75     37.5619           5     37.9683           5     36.7817        3.75
3880	1	23        68      37.575       4.375     36.7817        3.75     37.9683           5     38.3746           5     37.1754        3.75      37.575       4.375     36.7817        3.75     37.9683           5     38.3746           5     37.1754        3.75
3881	1	23        69      37.975       4.375     37.1754        3.75     38.3746           5      38.781           5      37.569        3.75      37.975       4.375     37.1754        3.75     38.3746           5      38.781           5      37.569        3.75
3882	1	23        70      38.375       4.375      37.569        3.75      38.781           5     39.1873           5     37.9627        3.75      38.375       4.375      37.569        3.75      38.781           5     39.1873           5     37.9627        3.75
3883	1	23        71      38.775       4.375     37.9627        3.75     39.1873           5     39.5937           5     38.3563        3.75      38.775       4.375     37.9627        3.75     39.1873           5     39.5937           5     38.3563        3.75
