PadID	Sector	Row  PadInRow     gCenX       gCenZ       gx[0]       gz[0]       gx[1]       gz[1]       gx[2]       gz[2]       gx[3]       gz[3]       lCenX       lCenZ       lx[0]       lz[0]       lx[1]       lz[1]       lx[2]       lz[2]       lx[3]       lz[3]
14132	3	27        65     -49.325     -11.925      -48.61    -12.5059      -50.04    -11.8441      -50.04    -11.3369      -48.61    -12.0131     -11.925      49.325    -12.5059       48.61    -11.8441       50.04    -11.3369      -50.04    -12.0131       48.61
14133	3	27        66     -49.325     -11.425      -48.61    -12.0131      -50.04    -11.3369      -50.04    -10.8296      -48.61    -11.5204     -11.425      49.325    -12.0131       48.61    -11.3369       50.04    -10.8296      -50.04    -11.5204       48.61
14134	3	27        67     -49.325     -10.925      -48.61    -11.5204      -50.04    -10.8296      -50.04    -10.3224      -48.61    -11.0276     -10.925      49.325    -11.5204       48.61    -10.8296       50.04    -10.3224      -50.04    -11.0276       48.61
14135	3	27        68     -49.325     -10.425      -48.61    -11.0276      -50.04    -10.3224      -50.04    -9.81514      -48.61    -10.5349     -10.425      49.325    -11.0276       48.61    -10.3224       50.04    -9.81514      -50.04    -10.5349       48.61
14136	3	27        69     -49.325      -9.925      -48.61    -10.5349      -50.04    -9.81514      -50.04     -9.3079      -48.61    -10.0421      -9.925      49.325    -10.5349       48.61    -9.81514       50.04     -9.3079      -50.04    -10.0421       48.61
14137	3	27        70     -49.325      -9.425      -48.61    -10.0421      -50.04     -9.3079      -50.04    -8.80065      -48.61    -9.54935      -9.425      49.325    -10.0421       48.61     -9.3079       50.04    -8.80065      -50.04    -9.54935       48.61
14138	3	27        71     -49.325      -8.925      -48.61    -9.54935      -50.04    -8.80065      -50.04     -8.2934      -48.61     -9.0566      -8.925      49.325    -9.54935       48.61    -8.80065       50.04     -8.2934      -50.04     -9.0566       48.61
14139	3	27        72     -49.325      -8.425      -48.61     -9.0566      -50.04     -8.2934      -50.04    -7.78615      -48.61    -8.56385      -8.425      49.325     -9.0566       48.61     -8.2934       50.04    -7.78615      -50.04    -8.56385       48.61
14140	3	27        73     -49.325      -7.925      -48.61    -8.56385      -50.04    -7.78615      -50.04    -7.27891      -48.61    -8.07109      -7.925      49.325    -8.56385       48.61    -7.78615       50.04    -7.27891      -50.04    -8.07109       48.61
14141	3	27        74     -49.325      -7.425      -48.61    -8.07109      -50.04    -7.27891      -50.04    -6.77166      -48.61    -7.57834      -7.425      49.325    -8.07109       48.61    -7.27891       50.04    -6.77166      -50.04    -7.57834       48.61
14142	3	27        75     -49.325      -6.925      -48.61    -7.57834      -50.04    -6.77166      -50.04    -6.26441      -48.61    -7.08559      -6.925      49.325    -7.57834       48.61    -6.77166       50.04    -6.26441      -50.04    -7.08559       48.61
14143	3	27        76     -49.325      -6.425      -48.61    -7.08559      -50.04    -6.26441      -50.04    -5.75716      -48.61    -6.59284      -6.425      49.325    -7.08559       48.61    -6.26441       50.04    -5.75716      -50.04    -6.59284       48.61
14144	3	27        77     -49.325      -5.925      -48.61    -6.59284      -50.04    -5.75716      -50.04    -5.24991      -48.61    -6.10009      -5.925      49.325    -6.59284       48.61    -5.75716       50.04    -5.24991      -50.04    -6.10009       48.61
14145	3	27        78     -49.325      -5.425      -48.61    -6.10009      -50.04    -5.24991      -50.04    -4.74267      -48.61    -5.60733      -5.425      49.325    -6.10009       48.61    -5.24991       50.04    -4.74267      -50.04    -5.60733       48.61
14146	3	27        79     -49.325      -4.925      -48.61    -5.60733      -50.04    -4.74267      -50.04    -4.23542      -48.61    -5.11458      -4.925      49.325    -5.60733       48.61    -4.74267       50.04    -4.23542      -50.04    -5.11458       48.61
14147	3	27        80     -49.325      -4.425      -48.61    -5.11458      -50.04    -4.23542      -50.04    -3.72817      -48.61    -4.62183      -4.425      49.325    -5.11458       48.61    -4.23542       50.04    -3.72817      -50.04    -4.62183       48.61
14148	3	27        81     -49.325      -3.925      -48.61    -4.62183      -50.04    -3.72817      -50.04    -3.22092      -48.61    -4.12908      -3.925      49.325    -4.62183       48.61    -3.72817       50.04    -3.22092      -50.04    -4.12908       48.61
14149	3	27        82     -49.325      -3.425      -48.61    -4.12908      -50.04    -3.22092      -50.04    -2.71367      -48.61    -3.63633      -3.425      49.325    -4.12908       48.61    -3.22092       50.04    -2.71367      -50.04    -3.63633       48.61
14150	3	27        83     -49.325      -2.925      -48.61    -3.63633      -50.04    -2.71367      -50.04    -2.20643      -48.61    -3.14357      -2.925      49.325    -3.63633       48.61    -2.71367       50.04    -2.20643      -50.04    -3.14357       48.61
14151	3	27        84     -49.325      -2.425      -48.61    -3.14357      -50.04    -2.20643      -50.04    -1.69918      -48.61    -2.65082      -2.425      49.325    -3.14357       48.61    -2.20643       50.04    -1.69918      -50.04    -2.65082       48.61
14152	3	27        85     -49.325      -1.925      -48.61    -2.65082      -50.04    -1.69918      -50.04    -1.19193      -48.61    -2.15807      -1.925      49.325    -2.65082       48.61    -1.69918       50.04    -1.19193      -50.04    -2.15807       48.61
14153	3	27        86     -49.325      -1.425      -48.61    -2.15807      -50.04    -1.19193      -50.04   -0.684683      -48.61    -1.66532      -1.425      49.325    -2.15807       48.61    -1.19193       50.04   -0.684683      -50.04    -1.66532       48.61
14154	3	27        87     -49.325      -0.925      -48.61    -1.66532      -50.04   -0.684683      -50.04   -0.177435      -48.61    -1.17256      -0.925      49.325    -1.66532       48.61   -0.684683       50.04   -0.177435      -50.04    -1.17256       48.61
14155	3	27        88     -49.325      -0.425      -48.61    -1.17256      -50.04   -0.177435      -50.04    0.329812      -48.61   -0.679812      -0.425      49.325    -1.17256       48.61   -0.177435       50.04    0.329812      -50.04   -0.679812       48.61
14156	3	27        89     -49.325       0.075      -48.61   -0.679812      -50.04    0.329812      -50.04     0.83706      -48.61    -0.18706       0.075      49.325   -0.679812       48.61    0.329812       50.04     0.83706      -50.04    -0.18706       48.61
14157	3	27        90     -49.325       0.575      -48.61    -0.18706      -50.04     0.83706      -50.04     1.34431      -48.61    0.305692       0.575      49.325    -0.18706       48.61     0.83706       50.04     1.34431      -50.04    0.305692       48.61
14158	3	27        91     -49.325       1.075      -48.61    0.305692      -50.04     1.34431      -50.04     1.85156      -48.61    0.798444       1.075      49.325    0.305692       48.61     1.34431       50.04     1.85156      -50.04    0.798444       48.61
14159	3	27        92     -49.325       1.575      -48.61    0.798444      -50.04     1.85156      -50.04      2.3588      -48.61      1.2912       1.575      49.325    0.798444       48.61     1.85156       50.04      2.3588      -50.04      1.2912       48.61
14160	3	27        93     -49.325       2.075      -48.61      1.2912      -50.04      2.3588      -50.04     2.86605      -48.61     1.78395       2.075      49.325      1.2912       48.61      2.3588       50.04     2.86605      -50.04     1.78395       48.61
14161	3	27        94     -49.325       2.575      -48.61     1.78395      -50.04     2.86605      -50.04      3.3733      -48.61      2.2767       2.575      49.325     1.78395       48.61     2.86605       50.04      3.3733      -50.04      2.2767       48.61
14162	3	27        95     -49.325       3.075      -48.61      2.2767      -50.04      3.3733      -50.04     3.88055      -48.61     2.76945       3.075      49.325      2.2767       48.61      3.3733       50.04     3.88055      -50.04     2.76945       48.61
14163	3	27        96     -49.325       3.575      -48.61     2.76945      -50.04     3.88055      -50.04      4.3878      -48.61      3.2622       3.575      49.325     2.76945       48.61     3.88055       50.04      4.3878      -50.04      3.2622       48.61
14164	3	27        97     -49.325       4.075      -48.61      3.2622      -50.04      4.3878      -50.04     4.89504      -48.61     3.75496       4.075      49.325      3.2622       48.61      4.3878       50.04     4.89504      -50.04     3.75496       48.61
14165	3	27        98     -49.325       4.575      -48.61     3.75496      -50.04     4.89504      -50.04     5.40229      -48.61     4.24771       4.575      49.325     3.75496       48.61     4.89504       50.04     5.40229      -50.04     4.24771       48.61
14166	3	27        99     -49.325       5.075      -48.61     4.24771      -50.04     5.40229      -50.04     5.90954      -48.61     4.74046       5.075      49.325     4.24771       48.61     5.40229       50.04     5.90954      -50.04     4.74046       48.61
14167	3	27       100     -49.325       5.575      -48.61     4.74046      -50.04     5.90954      -50.04     6.41679      -48.61     5.23321       5.575      49.325     4.74046       48.61     5.90954       50.04     6.41679      -50.04     5.23321       48.61
14168	3	27       101     -49.325       6.075      -48.61     5.23321      -50.04     6.41679      -50.04     6.92403      -48.61     5.72597       6.075      49.325     5.23321       48.61     6.41679       50.04     6.92403      -50.04     5.72597       48.61
14169	3	27       102     -49.325       6.575      -48.61     5.72597      -50.04     6.92403      -50.04     7.43128      -48.61     6.21872       6.575      49.325     5.72597       48.61     6.92403       50.04     7.43128      -50.04     6.21872       48.61
14170	3	27       103     -49.325       7.075      -48.61     6.21872      -50.04     7.43128      -50.04     7.93853      -48.61     6.71147       7.075      49.325     6.21872       48.61     7.43128       50.04     7.93853      -50.04     6.71147       48.61
14171	3	27       104     -49.325       7.575      -48.61     6.71147      -50.04     7.93853      -50.04     8.44578      -48.61     7.20422       7.575      49.325     6.71147       48.61     7.93853       50.04     8.44578      -50.04     7.20422       48.61
14172	3	27       105     -49.325       8.075      -48.61     7.20422      -50.04     8.44578      -50.04     8.95303      -48.61     7.69697       8.075      49.325     7.20422       48.61     8.44578       50.04     8.95303      -50.04     7.69697       48.61
14173	3	27       106     -49.325       8.575      -48.61     7.69697      -50.04     8.95303      -50.04     9.46027      -48.61     8.18973       8.575      49.325     7.69697       48.61     8.95303       50.04     9.46027      -50.04     8.18973       48.61
14174	3	27       107     -49.325       9.075      -48.61     8.18973      -50.04     9.46027      -50.04     9.96752      -48.61     8.68248       9.075      49.325     8.18973       48.61     9.46027       50.04     9.96752      -50.04     8.68248       48.61
14175	3	27       108     -49.325       9.575      -48.61     8.68248      -50.04     9.96752      -50.04     10.4748      -48.61     9.17523       9.575      49.325     8.68248       48.61     9.96752       50.04     10.4748      -50.04     9.17523       48.61
14176	3	27       109     -49.325      10.075      -48.61     9.17523      -50.04     10.4748      -50.04      10.982      -48.61     9.66798      10.075      49.325     9.17523       48.61     10.4748       50.04      10.982      -50.04     9.66798       48.61
14177	3	27       110     -49.325      10.575      -48.61     9.66798      -50.04      10.982      -50.04     11.4893      -48.61     10.1607      10.575      49.325     9.66798       48.61      10.982       50.04     11.4893      -50.04     10.1607       48.61
14178	3	27       111     -49.325      11.075      -48.61     10.1607      -50.04     11.4893      -50.04     11.9965      -48.61     10.6535      11.075      49.325     10.1607       48.61     11.4893       50.04     11.9965      -50.04     10.6535       48.61
14179	3	27       112     -49.325      11.575      -48.61     10.6535      -50.04     11.9965      -50.04     12.5038      -48.61     11.1462      11.575      49.325     10.6535       48.61     11.9965       50.04     12.5038      -50.04     11.1462       48.61
14180	3	27       113     -49.325      12.075      -48.61     11.1462      -50.04     12.5038      -50.04      13.011      -48.61      11.639      12.075      49.325     11.1462       48.61     12.5038       50.04      13.011      -50.04      11.639       48.61
14181	3	27       114     -49.325      12.575      -48.61      11.639      -50.04      13.011      -50.04     13.5183      -48.61     12.1317      12.575      49.325      11.639       48.61      13.011       50.04     13.5183      -50.04     12.1317       48.61
14182	3	27       115     -49.325      13.075      -48.61     12.1317      -50.04     13.5183      -50.04     14.0255      -48.61     12.6245      13.075      49.325     12.1317       48.61     13.5183       50.04     14.0255      -50.04     12.6245       48.61
14183	3	27       116     -49.325      13.575      -48.61     12.6245      -50.04     14.0255      -50.04     14.5328      -48.61     13.1172      13.575      49.325     12.6245       48.61     14.0255       50.04     14.5328      -50.04     13.1172       48.61
14184	3	27       117     -49.325      14.075      -48.61     13.1172      -50.04     14.5328      -50.04       15.04      -48.61       13.61      14.075      49.325     13.1172       48.61     14.5328       50.04       15.04      -50.04       13.61       48.61
14185	3	28         0     -50.755     -44.495      -50.04    -44.6077      -51.47    -44.8823      -51.47    -44.3752      -50.04    -44.1148     -44.495      50.755    -44.6077       50.04    -44.8823       51.47    -44.3752      -51.47    -44.1148       50.04
14186	3	28         1     -50.755     -43.995      -50.04    -44.1148      -51.47    -44.3752      -51.47    -43.8682      -50.04    -43.6218     -43.995      50.755    -44.1148       50.04    -44.3752       51.47    -43.8682      -51.47    -43.6218       50.04
14187	3	28         2     -50.755     -43.495      -50.04    -43.6218      -51.47    -43.8682      -51.47    -43.3611      -50.04    -43.1289     -43.495      50.755    -43.6218       50.04    -43.8682       51.47    -43.3611      -51.47    -43.1289       50.04
14188	3	28         3     -50.755     -42.995      -50.04    -43.1289      -51.47    -43.3611      -51.47    -42.8541      -50.04    -42.6359     -42.995      50.755    -43.1289       50.04    -43.3611       51.47    -42.8541      -51.47    -42.6359       50.04
14189	3	28         4     -50.755     -42.495      -50.04    -42.6359      -51.47    -42.8541      -51.47    -42.3471      -50.04    -42.1429     -42.495      50.755    -42.6359       50.04    -42.8541       51.47    -42.3471      -51.47    -42.1429       50.04
14190	3	28         5     -50.755     -41.995      -50.04    -42.1429      -51.47    -42.3471      -51.47      -41.84      -50.04      -41.65     -41.995      50.755    -42.1429       50.04    -42.3471       51.47      -41.84      -51.47      -41.65       50.04
14191	3	28         6     -50.755     -41.495      -50.04      -41.65      -51.47      -41.84      -51.47     -41.333      -50.04     -41.157     -41.495      50.755      -41.65       50.04      -41.84       51.47     -41.333      -51.47     -41.157       50.04
14192	3	28         7     -50.755     -40.995      -50.04     -41.157      -51.47     -41.333      -51.47    -40.8259      -50.04    -40.6641     -40.995      50.755     -41.157       50.04     -41.333       51.47    -40.8259      -51.47    -40.6641       50.04
14193	3	28         8     -50.755     -40.495      -50.04    -40.6641      -51.47    -40.8259      -51.47    -40.3189      -50.04    -40.1711     -40.495      50.755    -40.6641       50.04    -40.8259       51.47    -40.3189      -51.47    -40.1711       50.04
14194	3	28         9     -50.755     -39.995      -50.04    -40.1711      -51.47    -40.3189      -51.47    -39.8118      -50.04    -39.6782     -39.995      50.755    -40.1711       50.04    -40.3189       51.47    -39.8118      -51.47    -39.6782       50.04
14195	3	28        10     -50.755     -39.495      -50.04    -39.6782      -51.47    -39.8118      -51.47    -39.3048      -50.04    -39.1852     -39.495      50.755    -39.6782       50.04    -39.8118       51.47    -39.3048      -51.47    -39.1852       50.04
14196	3	28        11     -50.755     -38.995      -50.04    -39.1852      -51.47    -39.3048      -51.47    -38.7978      -50.04    -38.6922     -38.995      50.755    -39.1852       50.04    -39.3048       51.47    -38.7978      -51.47    -38.6922       50.04
14197	3	28        12     -50.755     -38.495      -50.04    -38.6922      -51.47    -38.7978      -51.47    -38.2907      -50.04    -38.1993     -38.495      50.755    -38.6922       50.04    -38.7978       51.47    -38.2907      -51.47    -38.1993       50.04
14198	3	28        13     -50.755     -37.995      -50.04    -38.1993      -51.47    -38.2907      -51.47    -37.7837      -50.04    -37.7063     -37.995      50.755    -38.1993       50.04    -38.2907       51.47    -37.7837      -51.47    -37.7063       50.04
14199	3	28        14     -50.755     -37.495      -50.04    -37.7063      -51.47    -37.7837      -51.47    -37.2766      -50.04    -37.2134     -37.495      50.755    -37.7063       50.04    -37.7837       51.47    -37.2766      -51.47    -37.2134       50.04
14200	3	28        15     -50.755     -36.995      -50.04    -37.2134      -51.47    -37.2766      -51.47    -36.7696      -50.04    -36.7204     -36.995      50.755    -37.2134       50.04    -37.2766       51.47    -36.7696      -51.47    -36.7204       50.04
14201	3	28        16     -50.755     -36.495      -50.04    -36.7204      -51.47    -36.7696      -51.47    -36.2625      -50.04    -36.2275     -36.495      50.755    -36.7204       50.04    -36.7696       51.47    -36.2625      -51.47    -36.2275       50.04
14202	3	28        17     -50.755     -35.995      -50.04    -36.2275      -51.47    -36.2625      -51.47    -35.7555      -50.04    -35.7345     -35.995      50.755    -36.2275       50.04    -36.2625       51.47    -35.7555      -51.47    -35.7345       50.04
14203	3	28        18     -50.755     -35.495      -50.04    -35.7345      -51.47    -35.7555      -51.47    -35.2485      -50.04    -35.2415     -35.495      50.755    -35.7345       50.04    -35.7555       51.47    -35.2485      -51.47    -35.2415       50.04
14204	3	28        19     -50.755     -34.995      -50.04    -35.2415      -51.47    -35.2485      -51.47    -34.7414      -50.04    -34.7486     -34.995      50.755    -35.2415       50.04    -35.2485       51.47    -34.7414      -51.47    -34.7486       50.04
14205	3	28        20     -50.755     -34.495      -50.04    -34.7486      -51.47    -34.7414      -51.47    -34.2344      -50.04    -34.2556     -34.495      50.755    -34.7486       50.04    -34.7414       51.47    -34.2344      -51.47    -34.2556       50.04
14206	3	28        21     -50.755     -33.995      -50.04    -34.2556      -51.47    -34.2344      -51.47    -33.7273      -50.04    -33.7627     -33.995      50.755    -34.2556       50.04    -34.2344       51.47    -33.7273      -51.47    -33.7627       50.04
14207	3	28        22     -50.755     -33.495      -50.04    -33.7627      -51.47    -33.7273      -51.47    -33.2203      -50.04    -33.2697     -33.495      50.755    -33.7627       50.04    -33.7273       51.47    -33.2203      -51.47    -33.2697       50.04
14208	3	28        23     -50.755     -32.995      -50.04    -33.2697      -51.47    -33.2203      -51.47    -32.7132      -50.04    -32.7768     -32.995      50.755    -33.2697       50.04    -33.2203       51.47    -32.7132      -51.47    -32.7768       50.04
14209	3	28        24     -50.755     -32.495      -50.04    -32.7768      -51.47    -32.7132      -51.47    -32.2062      -50.04    -32.2838     -32.495      50.755    -32.7768       50.04    -32.7132       51.47    -32.2062      -51.47    -32.2838       50.04
14210	3	28        25     -50.755     -31.995      -50.04    -32.2838      -51.47    -32.2062      -51.47    -31.6991      -50.04    -31.7909     -31.995      50.755    -32.2838       50.04    -32.2062       51.47    -31.6991      -51.47    -31.7909       50.04
14211	3	28        26     -50.755     -31.495      -50.04    -31.7909      -51.47    -31.6991      -51.47    -31.1921      -50.04    -31.2979     -31.495      50.755    -31.7909       50.04    -31.6991       51.47    -31.1921      -51.47    -31.2979       50.04
14212	3	28        27     -50.755     -30.995      -50.04    -31.2979      -51.47    -31.1921      -51.47    -30.6851      -50.04    -30.8049     -30.995      50.755    -31.2979       50.04    -31.1921       51.47    -30.6851      -51.47    -30.8049       50.04
14213	3	28        28     -50.755     -30.495      -50.04    -30.8049      -51.47    -30.6851      -51.47     -30.178      -50.04     -30.312     -30.495      50.755    -30.8049       50.04    -30.6851       51.47     -30.178      -51.47     -30.312       50.04
14214	3	28        29     -50.755     -29.995      -50.04     -30.312      -51.47     -30.178      -51.47     -29.671      -50.04     -29.819     -29.995      50.755     -30.312       50.04     -30.178       51.47     -29.671      -51.47     -29.819       50.04
14215	3	28        30     -50.755     -29.495      -50.04     -29.819      -51.47     -29.671      -51.47    -29.1639      -50.04    -29.3261     -29.495      50.755     -29.819       50.04     -29.671       51.47    -29.1639      -51.47    -29.3261       50.04
14216	3	28        31     -50.755     -28.995      -50.04    -29.3261      -51.47    -29.1639      -51.47    -28.6569      -50.04    -28.8331     -28.995      50.755    -29.3261       50.04    -29.1639       51.47    -28.6569      -51.47    -28.8331       50.04
14217	3	28        32     -50.755     -28.495      -50.04    -28.8331      -51.47    -28.6569      -51.47    -28.1498      -50.04    -28.3402     -28.495      50.755    -28.8331       50.04    -28.6569       51.47    -28.1498      -51.47    -28.3402       50.04
14218	3	28        33     -50.755     -27.995      -50.04    -28.3402      -51.47    -28.1498      -51.47    -27.6428      -50.04    -27.8472     -27.995      50.755    -28.3402       50.04    -28.1498       51.47    -27.6428      -51.47    -27.8472       50.04
14219	3	28        34     -50.755     -27.495      -50.04    -27.8472      -51.47    -27.6428      -51.47    -27.1358      -50.04    -27.3542     -27.495      50.755    -27.8472       50.04    -27.6428       51.47    -27.1358      -51.47    -27.3542       50.04
14220	3	28        35     -50.755     -26.995      -50.04    -27.3542      -51.47    -27.1358      -51.47    -26.6287      -50.04    -26.8613     -26.995      50.755    -27.3542       50.04    -27.1358       51.47    -26.6287      -51.47    -26.8613       50.04
14221	3	28        36     -50.755     -26.495      -50.04    -26.8613      -51.47    -26.6287      -51.47    -26.1217      -50.04    -26.3683     -26.495      50.755    -26.8613       50.04    -26.6287       51.47    -26.1217      -51.47    -26.3683       50.04
14222	3	28        37     -50.755     -25.995      -50.04    -26.3683      -51.47    -26.1217      -51.47    -25.6146      -50.04    -25.8754     -25.995      50.755    -26.3683       50.04    -26.1217       51.47    -25.6146      -51.47    -25.8754       50.04
14223	3	28        38     -50.755     -25.495      -50.04    -25.8754      -51.47    -25.6146      -51.47    -25.1076      -50.04    -25.3824     -25.495      50.755    -25.8754       50.04    -25.6146       51.47    -25.1076      -51.47    -25.3824       50.04
14224	3	28        39     -50.755     -24.995      -50.04    -25.3824      -51.47    -25.1076      -51.47    -24.6005      -50.04    -24.8895     -24.995      50.755    -25.3824       50.04    -25.1076       51.47    -24.6005      -51.47    -24.8895       50.04
14225	3	28        40     -50.755     -24.495      -50.04    -24.8895      -51.47    -24.6005      -51.47    -24.0935      -50.04    -24.3965     -24.495      50.755    -24.8895       50.04    -24.6005       51.47    -24.0935      -51.47    -24.3965       50.04
14226	3	28        41     -50.755     -23.995      -50.04    -24.3965      -51.47    -24.0935      -51.47    -23.5864      -50.04    -23.9036     -23.995      50.755    -24.3965       50.04    -24.0935       51.47    -23.5864      -51.47    -23.9036       50.04
14227	3	28        42     -50.755     -23.495      -50.04    -23.9036      -51.47    -23.5864      -51.47    -23.0794      -50.04    -23.4106     -23.495      50.755    -23.9036       50.04    -23.5864       51.47    -23.0794      -51.47    -23.4106       50.04
14228	3	28        43     -50.755     -22.995      -50.04    -23.4106      -51.47    -23.0794      -51.47    -22.5724      -50.04    -22.9176     -22.995      50.755    -23.4106       50.04    -23.0794       51.47    -22.5724      -51.47    -22.9176       50.04
14229	3	28        44     -50.755     -22.495      -50.04    -22.9176      -51.47    -22.5724      -51.47    -22.0653      -50.04    -22.4247     -22.495      50.755    -22.9176       50.04    -22.5724       51.47    -22.0653      -51.47    -22.4247       50.04
14230	3	28        45     -50.755     -21.995      -50.04    -22.4247      -51.47    -22.0653      -51.47    -21.5583      -50.04    -21.9317     -21.995      50.755    -22.4247       50.04    -22.0653       51.47    -21.5583      -51.47    -21.9317       50.04
14231	3	28        46     -50.755     -21.495      -50.04    -21.9317      -51.47    -21.5583      -51.47    -21.0512      -50.04    -21.4388     -21.495      50.755    -21.9317       50.04    -21.5583       51.47    -21.0512      -51.47    -21.4388       50.04
14232	3	28        47     -50.755     -20.995      -50.04    -21.4388      -51.47    -21.0512      -51.47    -20.5442      -50.04    -20.9458     -20.995      50.755    -21.4388       50.04    -21.0512       51.47    -20.5442      -51.47    -20.9458       50.04
14233	3	28        48     -50.755     -20.495      -50.04    -20.9458      -51.47    -20.5442      -51.47    -20.0371      -50.04    -20.4529     -20.495      50.755    -20.9458       50.04    -20.5442       51.47    -20.0371      -51.47    -20.4529       50.04
14234	3	28        49     -50.755     -19.995      -50.04    -20.4529      -51.47    -20.0371      -51.47    -19.5301      -50.04    -19.9599     -19.995      50.755    -20.4529       50.04    -20.0371       51.47    -19.5301      -51.47    -19.9599       50.04
14235	3	28        50     -50.755     -19.495      -50.04    -19.9599      -51.47    -19.5301      -51.47    -19.0231      -50.04    -19.4669     -19.495      50.755    -19.9599       50.04    -19.5301       51.47    -19.0231      -51.47    -19.4669       50.04
14236	3	28        51     -50.755     -18.995      -50.04    -19.4669      -51.47    -19.0231      -51.47     -18.516      -50.04     -18.974     -18.995      50.755    -19.4669       50.04    -19.0231       51.47     -18.516      -51.47     -18.974       50.04
14237	3	28        52     -50.755     -18.495      -50.04     -18.974      -51.47     -18.516      -51.47     -18.009      -50.04     -18.481     -18.495      50.755     -18.974       50.04     -18.516       51.47     -18.009      -51.47     -18.481       50.04
14238	3	28        53     -50.755     -17.995      -50.04     -18.481      -51.47     -18.009      -51.47    -17.5019      -50.04    -17.9881     -17.995      50.755     -18.481       50.04     -18.009       51.47    -17.5019      -51.47    -17.9881       50.04
14239	3	28        54     -50.755     -17.495      -50.04    -17.9881      -51.47    -17.5019      -51.47    -16.9949      -50.04    -17.4951     -17.495      50.755    -17.9881       50.04    -17.5019       51.47    -16.9949      -51.47    -17.4951       50.04
14240	3	28        55     -50.755     -16.995      -50.04    -17.4951      -51.47    -16.9949      -51.47    -16.4878      -50.04    -17.0022     -16.995      50.755    -17.4951       50.04    -16.9949       51.47    -16.4878      -51.47    -17.0022       50.04
14241	3	28        56     -50.755     -16.495      -50.04    -17.0022      -51.47    -16.4878      -51.47    -15.9808      -50.04    -16.5092     -16.495      50.755    -17.0022       50.04    -16.4878       51.47    -15.9808      -51.47    -16.5092       50.04
14242	3	28        57     -50.755     -15.995      -50.04    -16.5092      -51.47    -15.9808      -51.47    -15.4737      -50.04    -16.0163     -15.995      50.755    -16.5092       50.04    -15.9808       51.47    -15.4737      -51.47    -16.0163       50.04
14243	3	28        58     -50.755     -15.495      -50.04    -16.0163      -51.47    -15.4737      -51.47    -14.9667      -50.04    -15.5233     -15.495      50.755    -16.0163       50.04    -15.4737       51.47    -14.9667      -51.47    -15.5233       50.04
14244	3	28        59     -50.755     -14.995      -50.04    -15.5233      -51.47    -14.9667      -51.47    -14.4597      -50.04    -15.0303     -14.995      50.755    -15.5233       50.04    -14.9667       51.47    -14.4597      -51.47    -15.0303       50.04
14245	3	28        60     -50.755     -14.495      -50.04    -15.0303      -51.47    -14.4597      -51.47    -13.9526      -50.04    -14.5374     -14.495      50.755    -15.0303       50.04    -14.4597       51.47    -13.9526      -51.47    -14.5374       50.04
14246	3	28        61     -50.755     -13.995      -50.04    -14.5374      -51.47    -13.9526      -51.47    -13.4456      -50.04    -14.0444     -13.995      50.755    -14.5374       50.04    -13.9526       51.47    -13.4456      -51.47    -14.0444       50.04
14247	3	28        62     -50.755     -13.495      -50.04    -14.0444      -51.47    -13.4456      -51.47    -12.9385      -50.04    -13.5515     -13.495      50.755    -14.0444       50.04    -13.4456       51.47    -12.9385      -51.47    -13.5515       50.04
14248	3	28        63     -50.755     -12.995      -50.04    -13.5515      -51.47    -12.9385      -51.47    -12.4315      -50.04    -13.0585     -12.995      50.755    -13.5515       50.04    -12.9385       51.47    -12.4315      -51.47    -13.0585       50.04
14249	3	28        64     -50.755     -12.495      -50.04    -13.0585      -51.47    -12.4315      -51.47    -11.9244      -50.04    -12.5656     -12.495      50.755    -13.0585       50.04    -12.4315       51.47    -11.9244      -51.47    -12.5656       50.04
14250	3	28        65     -50.755     -11.995      -50.04    -12.5656      -51.47    -11.9244      -51.47    -11.4174      -50.04    -12.0726     -11.995      50.755    -12.5656       50.04    -11.9244       51.47    -11.4174      -51.47    -12.0726       50.04
14251	3	28        66     -50.755     -11.495      -50.04    -12.0726      -51.47    -11.4174      -51.47    -10.9104      -50.04    -11.5796     -11.495      50.755    -12.0726       50.04    -11.4174       51.47    -10.9104      -51.47    -11.5796       50.04
14252	3	28        67     -50.755     -10.995      -50.04    -11.5796      -51.47    -10.9104      -51.47    -10.4033      -50.04    -11.0867     -10.995      50.755    -11.5796       50.04    -10.9104       51.47    -10.4033      -51.47    -11.0867       50.04
14253	3	28        68     -50.755     -10.495      -50.04    -11.0867      -51.47    -10.4033      -51.47    -9.89627      -50.04    -10.5937     -10.495      50.755    -11.0867       50.04    -10.4033       51.47    -9.89627      -51.47    -10.5937       50.04
14254	3	28        69     -50.755      -9.995      -50.04    -10.5937      -51.47    -9.89627      -51.47    -9.38923      -50.04    -10.1008      -9.995      50.755    -10.5937       50.04    -9.89627       51.47    -9.38923      -51.47    -10.1008       50.04
14255	3	28        70     -50.755      -9.495      -50.04    -10.1008      -51.47    -9.38923      -51.47    -8.88218      -50.04    -9.60782      -9.495      50.755    -10.1008       50.04    -9.38923       51.47    -8.88218      -51.47    -9.60782       50.04
14256	3	28        71     -50.755      -8.995      -50.04    -9.60782      -51.47    -8.88218      -51.47    -8.37514      -50.04    -9.11486      -8.995      50.755    -9.60782       50.04    -8.88218       51.47    -8.37514      -51.47    -9.11486       50.04
